impresionistas,244390.jpg,0.006077498734554969,0.8292870994724488,346,0.9110358357429504,0.20448598265647888,0.11501568555831909
impresionistas,244384.jpg,0.0031514199782560594,0.8650701718334158,317,0.9326500296592712,0.21630088984966278,0.10849905014038086
impresionistas,244421.jpg,0.0058384030136896465,0.8394194642630685,362,0.9154178500175476,0.18405498564243317,0.10920405387878418
impresionistas,244409.jpg,0.0026044062157708774,0.8436875162985519,324,0.9178035259246826,0.2353680580854416,0.12932097911834717
impresionistas,244420.jpg,0.004369344822522938,0.8497273751688406,329,0.9073545932769775,0.21565403044223785,0.12349766492843628
impresionistas,244391.jpg,0.0028742947322381515,0.874466613936757,345,0.9391953349113464,0.18914678692817688,0.08444851636886597
impresionistas,244387.jpg,0.005792818461780775,0.84623941650823,271,0.9224980473518372,0.1601771116256714,0.10407447814941406
impresionistas,244393.jpg,0.004149288796895775,0.8352159589994043,269,0.9024971723556519,0.2232838273048401,0.09862923622131348
impresionistas,244422.jpg,0.0023062771674105713,0.9003131886437742,326,0.9398912787437439,0.20291930437088013,0.1237289309501648
impresionistas,244379.jpg,0.004115094208463742,0.8077911808561957,318,0.9169219732284546,0.22001133859157562,0.08038675785064697
impresionistas,244386.jpg,0.005356209576626428,0.827430549932313,310,0.918825089931488,0.18112337589263916,0.08947300910949707
impresionistas,244396.jpg,0.007860706255525469,0.8117190167378362,305,0.9032307267189026,0.21524161100387573,0.12791484594345093
impresionistas,244369.jpg,0.006025351026066447,0.8144954035560907,370,0.9174752831459045,0.1857002079486847,0.10024189949035645
impresionistas,244368.jpg,0.0027034824933056096,0.8588384569417543,275,0.9319441914558411,0.20355775952339172,0.09259313344955444
impresionistas,244397.jpg,0.003590551012374798,0.8835191344456413,247,0.9241097569465637,0.21646064519882202,0.11408597230911255
impresionistas,244383.jpg,0.00691466997697325,0.830989666072519,244,0.9026952981948853,0.2071070373058319,0.11562049388885498
impresionistas,244395.jpg,0.005317222637258156,0.821288078343937,368,0.920616090297699,0.202217698097229,0.13480055332183838
impresionistas,244381.jpg,0.0016870644391079553,0.9090509820153995,400,0.9434330463409424,0.1701250672340393,0.11211585998535156
impresionistas,244418.jpg,0.001011876887607831,0.9348399199348236,405,0.9430831074714661,0.24756595492362976,0.09428912401199341
impresionistas,244356.jpg,0.006248076195810356,0.8249331409553058,316,0.9086158275604248,0.20106810331344604,0.13177645206451416
impresionistas,244357.jpg,0.002947007369555129,0.8382687780722379,360,0.9231870770454407,0.18614478409290314,0.09970080852508545
impresionistas,244399.jpg,0.0056970531635218424,0.8343694074710023,347,0.91817706823349,0.20202074944972992,0.1027560830116272
impresionistas,244372.jpg,0.005481625754573812,0.8201018490231626,347,0.9250061511993408,0.16795971989631653,0.11876124143600464
impresionistas,244366.jpg,0.011076656538569651,0.8072055439391016,349,0.8988916873931885,0.20568957924842834,0.1106911301612854
impresionistas,244400.jpg,0.005974262750379462,0.8364612797268259,264,0.9124199748039246,0.2099115550518036,0.12373459339141846
impresionistas,244367.jpg,0.0040100504596401725,0.8482459403275864,297,0.927734375,0.16749148070812225,0.08443582057952881
impresionistas,244401.jpg,0.005527232931651138,0.8053799662592627,292,0.9157434701919556,0.194499671459198,0.10716772079467773
impresionistas,244415.jpg,0.0031588771320926246,0.8214797620172142,339,0.9287320375442505,0.16471877694129944,0.1067967414855957
impresionistas,244373.jpg,0.00341100414823175,0.8508784730479775,381,0.9299890398979187,0.17766182124614716,0.10520678758621216
impresionistas,244358.jpg,0.0034471919612060766,0.8374355087848664,358,0.9359383583068848,0.21416151523590088,0.10169672966003418
impresionistas,244370.jpg,0.005212836250286598,0.84004656509927,338,0.9187728762626648,0.19897516071796417,0.10723155736923218
impresionistas,244360.jpg,0.008783133043687373,0.8287475956966173,303,0.9065775275230408,0.20619860291481018,0.11701959371566772
impresionistas,244412.jpg,0.0029306004069698756,0.8521234504663505,342,0.9371669292449951,0.21470025181770325,0.11546474695205688
impresionistas,244374.jpg,0.005150626286564462,0.8258815501871316,277,0.9260392189025879,0.1872640699148178,0.10590255260467529
impresionistas,244413.jpg,0.005523948175669114,0.8059924608765106,332,0.918777346611023,0.2126101851463318,0.11324751377105713
impresionistas,244375.jpg,0.008562371003296258,0.8001629129427273,327,0.9071128964424133,0.19499576091766357,0.1189643144607544
impresionistas,244361.jpg,0.002314889691020531,0.8562826883118749,370,0.9459286332130432,0.1886701136827469,0.09623146057128906
impresionistas,244407.jpg,0.004138288643365333,0.8068074759427099,303,0.905718207359314,0.20729374885559082,0.12389403581619263
impresionistas,244411.jpg,0.0055850581103496855,0.8714751619028666,250,0.9134381413459778,0.19718866050243378,0.1115984320640564
impresionistas,244405.jpg,0.005339771990865893,0.7936744242469116,284,0.9142813682556152,0.21295864880084991,0.11850208044052124
impresionistas,244404.jpg,0.01148242499207161,0.7874570818725548,206,0.8347364664077759,0.32552212476730347,0.301780641078949
impresionistas,244362.jpg,0.0061554866538022735,0.819819015125351,311,0.9177430868148804,0.17030368745326996,0.09325653314590454
impresionistas,244376.jpg,0.0025230229959630913,0.8545328658654213,343,0.9290226697921753,0.16397516429424286,0.08851385116577148
impresionistas,244410.jpg,0.006260447782628677,0.8098693126520212,361,0.9075765609741211,0.24390365183353424,0.11805111169815063
impresionistas,244389.jpg,0.002614900246042938,0.861195936636293,358,0.9451479911804199,0.19074560701847076,0.0963280200958252
impresionistas,244393.jpg,0.004149288796895775,0.8352159589994043,269,0.9024971723556519,0.2232838273048401,0.09862923622131348
arte-abstracto,abstract_adalbert-erdeli_4087.jpg,0.0035492049934282587,0.8729162213464406,347,0.9399586319923401,0.1490178406238556,0.09075295925140381
iconografia,9.jpg,0.012134981254392841,0.8186885882499446,341,0.9104872941970825,0.1663007289171219,0.09589481353759766
impresionistas,12.jpg,0.006387313907305033,0.8424439097525864,311,0.8810243010520935,0.17862871289253235,0.1236715316772461
iconografia,12.jpg,0.0028377340048624127,0.8863518723859691,354,0.9280440807342529,0.13382764160633087,0.08567440509796143
impresionistas,244360.jpg,0.008783133043687373,0.8287475956966173,303,0.9065775275230408,0.20619860291481018,0.11701959371566772
impresionistas,244421.jpg,0.0058384030136896465,0.8394194642630685,362,0.9154178500175476,0.18405498564243317,0.10920405387878418
impresionistas,244409.jpg,0.0026044062157708774,0.8436875162985519,324,0.9178035259246826,0.2353680580854416,0.12932097911834717
impresionistas,207189.jpg,0.004967421380492429,0.7789441258423567,255,0.8967035412788391,0.23461639881134033,0.13614815473556519
impresionistas,207189.jpg,0.004967421380492429,0.7789441258423567,255,0.8967035412788391,0.23461639881134033,0.13614815473556519
impresionistas,244384.jpg,0.0031514199782560594,0.8650701718334158,317,0.9326500296592712,0.21630088984966278,0.10849905014038086
arte-abstracto,244384.jpg,0.0023725497861649763,0.8669104358803109,335,0.9308340549468994,0.19959133863449097,0.1046798825263977
iconografia,244384.jpg,0.003407644789814414,0.857515218071501,337,0.9293544292449951,0.22270317375659943,0.10745048522949219
